recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,deck_playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded,primarily_steam_deck
209201263,76561199084959168,0,6,1048,0,1048,,1763133686,schinese,狗屎Boss战，狗屎跳跳乐，狗屎游戏,1763133789,1763133789,False,0,1,0.5,0,False,False,False,,,False
209147788,76561198050674910,0,9,2778,0,2778,,1761408190,english,"An absolutely amazing game — I was really pleasantly surprised, especially since it has received so much criticism.
I’ve also played Salt and Sanctuary. Many people say that Salt and Sanctuary is much better.
I disagree. Both games are excellent, in my opinion.

However, I’ve only played Salt and Sacrifice in co-op, and that’s where the game truly shines. My friend and I had an absolute blast — so much so that this was the best co-op experience of the year for me. I’d even dare to call it a co-op masterpiece.

That said, I can imagine the single-player experience being quite harsh and punishing. I’m not sure I’d want to play this in single-player.

We played the game in 2025, and looking at its update history, it’s clear that over time the game has received patches and quality-of-life improvements. It now feels technically solid and polished. There were a few small bugs, but nothing that got in the way.

I have no hesitation recommending this game — especially if you play it online with a friend.
However, it’s worth watching some tutorials and guides to really understand the game, especially the character progression. Once you get your character developed, the game isn’t particularly difficult. There are a few challenging platforming sections, but nothing overly hard.

All in all, a delightful co-op experience. Give it some time and enjoy the journey.

I can’t wait to see what Ska Studios comes up with next.",1763067531,1763067531,True,0,0,0.472440958023071289,0,False,False,False,,,False
208378401,76561198056591778,0,76,2913,0,2585,,1763114602,english,"If you liked Salt and Sanctuary and want more of the same, this isn't it.

It's Dark Souls meets Monster Hunter World... And it doesn't work.
Conceptually it's not a bad idea, and the game has merits of its own, but it leans too heavily on the online play which has been largely abandoned by the players because it wasn't very good and the balance is all over the place.

If you don't mind a grindier, less smooth and more bloated with crafting mechanics version of Salt and Sanctuary, then it's still a worthwhile game considering its low price.",1762247813,1763057028,False,6,0,0.588815927505493164,0,True,False,False,,,False
209131226,76561198043947176,0,47,1989,0,216,,1765308568,english,"Top
",1763053341,1763053341,True,0,0,0.497330695390701294,0,False,False,False,,,False
208976815,76561198165885229,0,42,1546,0,1546,,1762886715,russian,"Поддержу лайком, хоть Salt and Sanctuary сильно лучше.",1762886774,1762886774,True,1,1,0.5,0,True,False,False,,,False
208964091,76561198171533309,429,90,1158,0,1158,,1762874307,schinese,"如果你喜欢盐与避难所，那就不要来碰盐与牺牲，，你见过追逐战是玩家满世界追BOSS的追逐战吗
 [h3] 盐与牺牲/盐与献祭[/h3]
前一段时间和恋人本地合作打通了盐1，打的死去活来，动不动散财好几万，路也找的很痛苦，但整体的体验是痛并快乐着的，优秀的地图设计，多样的武器和信仰法术与魔法（虽然盐1魔杖和法杖是两种武器让我感到挺抽象的），庞大的天赋树，大部分BOSS战都打的挺爽的，，，好了不再说了，感兴趣请移步盐与避难所。
于是作为官方续作，盐与牺牲，我们也隔了不到一天光速入了，结果第一天就给我看傻了，评论区说的游戏有追逐战指的是我们玩家去追BOSS啊？打个BOSS，劈两刀就换区，你得追BOSS的尾气一路跟踪，最后到作战区域再打BOSS，，就，这样的战斗从开头几乎一直打到了结尾，除了一些关键的道具门前可能会塞个正常BOSS，其他大多数时候你要做的就是满地图找要追逐的“法师”，因为你要做装备就得找法师刷材料。
本作我最满意的地方就是圣坛石核心这片区域，只有这片区域能让我梦回盐与避难所，没有法师，只有BOSS战和地图探索，可惜就那么大点。
顺带一提，本作所有的怪，包括法师，包括小怪，一个个攻击欲望高得离谱，攻击前摇也短，抗性还高，他们一巴掌能把你打飞下悬崖，你却完全打不了他们一点硬直，，和这些玩意比起来，本作为数不多的BOSS简直亲民的不行。
虽然本作让我只想通关不想再刷傻逼法师了，但本作相比避难所还是有舒服一点的地方的，远程武器现在能作为副手武器存在了，，地图设计虽然不如一代那么连贯，但迷路的概率稍微小了那么一点，只要你记得哪儿的门需要几颗法师之心，，大部分地图不完全探全也不影响主线通关，，更重要的是，本作支持在线合作了，，但有失有得，一代的开背包传送功能没有了，如果有跳跳乐苦手就只能靠自己练了。
说到在线，本作还缝了很多东西进去，比如摇人支援，你可以使用蜡烛请求野生猎人，啊不是，野生调查官支援，也可以成为邪恶的入侵者去杀害其他世界的调查官，，虽然基本摇不到这两个玩法的人就是了。
如果你实在游戏荒，又非常喜欢盐1，那我能说什么呢，找上一个愿意陪你赤石的朋友，接受法师之祸仪式吧，祝你好运。

最后吐槽一下最后一张图动不动就给我坠机到地图最底部真的纯恶心人来的，，越到后期越看不到玩家留言字条了，感觉大伙都玩累了懒得留言了。",1762875741,1762875741,False,6,0,0.60522150993347168,0,False,False,False,,,False
208934610,76561198450433170,113,10,1592,0,1592,,1762342875,schinese,虽然我通关了，但是很难给出好评，继承一代的没地图的缺点，然后迷一样的超绝击飞距离，这些小怪我认为我没资格打败他们，因为他们一巴掌能把我扇出十万八千里直接回到最初的起点，而我打他纹丝不动，还有淘气爱跑的法师boss，还有打败法师boss以后随机在地图各处刷新的法师boss，让你体验飞一般的感受，真是绝绝子。,1762838279,1762838279,False,1,0,0.514285683631896973,0,True,False,False,,,False
208857961,76561198435248135,203,72,806,0,806,,1762718963,schinese,"7.0/10
很一般的类银河恶魔城类魂。
游戏的核心，狩猎法师，其实是一个大量跑图打一个模板的boss。这样的事情你流程中要做无数次。有了前作的珠玉在前，制作组真的觉得这是一个很好玩的核心机制吗？游戏也继承了前作的僵硬动作。较长的游玩时长也是反复跑图刷法师带来的。
除非是游戏荒了，否则不推荐游玩。",1762744577,1762744577,False,1,0,0.514285683631896973,0,False,False,False,,,False
193732062,76561198014284483,0,66,2906,0,2901,2901.0,1762717150,russian,"why you guys do not like this game? This is amazing

done it for platinum. this is absolute masterpiece, the only problem is i need MORE.",1745783217,1762630845,True,1,0,0.509803950786590576,0,True,False,False,,,True
208517591,76561197983009485,1352,120,1429,0,1296,,1762432935,english,"[h1]Game had the potential to be great, but wasted all of it[/h1]

Funny enough the worst part isn't even the constant mage chases as many reviews imply - it's tedious and annoying, but not what breaks the game, as you will not really have to craft more than one or two items from a single mage set, except the one you want the armor from.
The real pain here is that the difficulty and combat are clearly designed for multiplayer in mind. Getting 2- or 3-shot constantly, unavoidable attacks all over the place (especially when above 50% equip load it becomes almost impossible to play), 2 mages in a single screen all the time, enemies camping every ledge available, knocking you down miles into the abyss, poise being effectively useless the way it's implemented, getting stunlocked all the time, and so on.
The great base of its predecessor is there, but the combat is just way too off to be fun.

Maybe coop this game actually is good and fun, but could not test it.

[b]Do not buy unless you wanna coop this game or are ready to bite through the pain from beginning to end![/b]",1762387807,1762387872,False,12,0,0.620541274547576904,2,False,False,False,,,False
207857545,76561198093334681,214,12,1989,0,1989,,1762217646,english,"I love this game. Creating builds in relatively simple, but still satisfying. Combat is solid and the gear is fun to experiment with. Are there some questionable design decisions? Perhaps. Launching on EPIC? Not ideal. Are you going to to die from ♥♥♥♥♥♥♥♥ enemy placements and boss attack spam? You bet. Is the game deserving of all the poor reviews? In my opinion, no. 

Edit: After obtaining all the achievements, I found that platforming as a whole become rather unpleasant. Every platform is just a little to high or a little to far. Falling through platforms is inconsistent. Wind gust placement is inconvenient, just for the sake of it. Wall jump timing is unforgiving and inconsistent. The grappling hook ""prompt"" has NO tolerance for timing. For me, platforming became the main cause of game play fatigue. I still recommend the game, but the platforming is tedious at best and rage inducing at worst.

",1761728112,1762219143,True,1,0,0.5,0,False,False,False,,,False
208307964,76561198429700149,123,5,1018,0,507,,1762442622,schinese,我是玩大剑的，第一个地图虽然开荒难受点但是也还好，直到第二张图遇到大地法师，召唤的·小怪用大剑难打就算了，逆天boss我大剑普攻前摇它能放两个技能，一点输出空间没有，完全在吃屎，我甚至不能闭嘴,1762169404,1762169404,False,0,1,0.5,0,False,False,False,,,False
208169536,76561198052463081,601,20,521,0,521,,1762032065,english,"Its one of those weird experiences where, it builds upon salt & sanctuary's gameplay excellently, but has a weaker story(?) If at all. It's good, and plays well, so if you enjoy the heavy attributes of metroidvania, with all of its backtracking and the combat being what it is, I can def recommend it.",1762032172,1762032172,True,1,0,0.476190477609634399,0,False,False,False,,,False
208089140,76561197978900952,0,20,1942,0,1770,,1762216028,english,Please add bots in arena ._. <3,1761954222,1761954222,True,2,0,0.515682399272918701,0,True,False,False,,,False
208082509,76561198346550889,0,20,930,0,218,,1762221697,english,"Inmortal mage glitch/bug is not fixed.
If you die while hunting a named/nameless mage and you were also trying to get one of the roaming mages, there is a chance that roaming mage becomes almost inmortal. Some people claim to kill it after several minutes of dealing damage, but I can't believe they brought the game to Steam with a malfunction that was present since launch date in Epic Store...",1761947478,1761947478,False,3,0,0.518348574638366699,0,True,False,False,,,False
207980324,76561197995132281,0,9,699,0,294,,1763927250,english,"This game excels at being what it is.... a hybrid soulslike/monster hunter 2D platformer. As long as you keep that in mind, you'll have a good time. Go into this expecting something like a straight 2D platforming soulslike ala Salt & Sanctuary, and you'll have a very bad time.

That said, the game IS an acquired taste. It'll take you about an hour to get your feet under you, more if you're new to the monster hunter genre. However, once it clicks, it clicks hard. Platforming is smooth, enemies are varied, and areas feature loads of explorability and short cuts to open. The Mage Hunt mechanic is satisfying.

This isn't a game for everyone. If you like monster hunter games, give a try. If you love soulslikes, give it a fair shake. 

All in all I give it an 7.5 out of 10. Worth the price of admission, especially on sale.",1761848738,1761848738,True,4,0,0.512980282306671143,0,True,False,False,,,False
207739137,76561198147921225,0,62,327,0,37,,1773708675,polish,yes,1761593696,1761593696,True,0,0,0.5,0,False,False,False,,,False
207438624,76561198033505763,0,41,558,0,558,,1761282028,english,"The extreme focus on multiplayer is fairly annoying throughout the game and the number of times it comes up. A lot of the issues with combat design are answered if you know the intent of the game's design is multiplayer. The poise system especially and the fact that everything sends you flying even in heavy armor with a large poise focus. If there is supposed to be at least two players on the screen splitting the attack focus and trading off during recovery like in monster hunter, it makes a lot of sense. The issue is the online multiplayer sucks. The interaction is terrible, so it's existence becomes highly frustrating.",1761282436,1761282436,False,2,0,0.5,0,False,False,False,,,False
207433393,76561199241801991,58,6,1375,0,1338,,1761276454,english,fun,1761274621,1761274621,True,1,0,0.5,0,True,False,False,,,False
207405976,76561197977382991,0,77,1038,0,1038,1038.0,1761242630,english,"I was very excited about this game as I am a huge fan of the first one. They changed so many things that worked really well in the 1st game, and made them just completely ass in this one.

The UI is just trash now. The inventory screen got better as I played, but the shop screens(most notably the blacksmith) is the worst UI. All the gear is under one tab. Luckily it bunches together sets, but having to scroll through  rows of stuff is just terrible. Things should have been separated better to make it easier to read and compare.

Upgrading weapons is now a confusing mess. Instead of a Class 1 weapon with a Ranking of 2, the upgraded version of the same gear just has a different symbol on it. No numbers telling you if that symbol is a high ranking symbol, just an arbitrary symbol that you now have too compare to another arbitrary symbol. Is it higher than what you own? Who knows! There's so many upgrades that its almost impossible to keep track of what symbol means 1 and which means 9. You kept it super simple in the first game, why change it?

You now have a camp you have to go back to if you want to do anything. This is where all your shops are, and the only place you can level up and set skill points. So the flow of what made the first game fun is shot. I now have to stop my run and leave the map to level up, and then go back and start over. 

Yup starting over. Now there's only 2-3 spawn points in a map that you can teleport to. You have no control over that. You can teleport from all of them but can only go back to a few. Given that you now have to leave to level up or upgrade gear it becomes a slow aggravating process to move forward in this game the further you get.

Range combat is now limited to X amount of ammo, and when you run out you have to sit there holding down a button while you craft more. That crafting is an all or nothing thing also. You don't slowly gain ammo overtime, you have to wait for the process to finish before you get any ammo at all. 

Mage hunts were a bad idea. I'm sorry, but I don't want to chase a mini boss through the level slowly picking away at it's health while also fighting the bad guys from the level that re-spawn when you start a Mage hunt. Then we get to where we're going to start the real fight, after which the hunt ends and the level enemies you just killed re-spawn again. Oh also, while you are hunting a mage boss another one could just be in the map at the same time, and now you gotta deal with that one and it's minions at the same time.

It honestly all boils down to the fact that there was a wonderfully beautiful game that they made, and instead of following that up by upgrading a few systems they decided to go a fully different direction. It ended up hurting the game.",1761244142,1761244142,False,13,0,0.580237805843353271,0,False,False,False,,,True
207266663,76561198041429814,4510,69,453,0,453,453.0,1759554110,english,"If you’re looking for a direct 1:1 sequel of Salt and Sanctuary then you will probably need to temper your expectations of Salt and Sacrifice. As a long time fan of Monster Hunter and other grindy games I personally love having the combat, exploration, and mechanics from the original S&S being used to explore something new. I can definitely understand why others are disappointed though.",1761080615,1761080615,True,1,0,0.5,0,False,False,False,,,True
152971645,76561199247475573,125,39,59,0,59,,1760819930,english,games decent like the first one better tho,1701846348,1760949502,True,0,0,0.49455985426902771,0,True,False,False,,,False
207132975,76561198097759616,778,48,3210,0,3210,,1760910892,english,"Salt & Sanctuary was better but I don't think this game deserves all of the hate it gets.

It is Salt & Sanctuary but they added a Monster Hunter twist.  Just as it is tiring to chase Rathalos for 20 minutes - it is to do so here - for every single boss...

But the builds are still here, there is still platforming, there is co-op.  Its a perfect 5/7",1760915356,1760915356,True,14,0,0.631784200668334961,0,False,False,False,,,False
207116570,76561198272722123,0,14,73,0,73,,1744595347,english,Looks better but is an infinitely worse game than salt and sanctuary. Too much stupid backtracking and chasing bosses around the map,1760899832,1760899832,False,6,0,0.561902403831481934,0,False,False,False,,,False
207115613,76561198894605551,54,9,2441,0,1046,,1763212567,schinese,盐2怎么又魂又猎的，而且还缝的烂，优点都没学到。,1760899056,1760899056,False,0,0,0.5,0,False,False,False,,,False
207077623,76561197990568461,1764,452,82,0,82,,1760867012,english,"The grapple mechanic is so stupid,
constantly falling off to death because you cant see the screen",1760867037,1760867037,False,2,0,0.545454561710357666,0,False,False,False,,,False
207077261,76561198088319052,414,188,156,0,156,,1760866503,english,"I love Salt and Sanctuary more than the Souls series, it's one of my favourite games of all time, played it on all platforms, with friends and solo.

Salt and Sacrifice might be one of the most disappointing games of my life.

Take the good parts of Monster Hunter (Monster animations, movesets and variety), now the good parts of Dark Souls (level design, exploration)....now put them away and mix Salt and Sanctuary with repetitive unbalanced boss fights and worse/less inspired levels.
",1760866667,1760866667,False,0,0,0.491803258657455444,0,False,False,False,,,False
207037111,76561198098639423,110,4,1008,0,509,509.0,1760889928,russian,"игра не плохя, есть как плюсы и минусы, первая часть 10/10, продолжение по моиму вгляду 7/10, но все равно, достоина. Минус в карму разработчикам за Русскую локализацию.",1760818952,1760818952,True,0,0,0.481651365756988525,0,True,False,False,,,True
206983989,76561198356175378,0,3,2614,0,369,,1763836933,schinese,三年前是垃圾，三年后任然是，就这些B法师的施法速度一点没改,1760770121,1760770121,False,0,0,0.5,0,False,False,False,,,False
206828749,76561198066608320,282,81,3442,0,2137,,1761497168,english,fire ass game,1760585478,1760585478,True,1,1,0.508196711540222168,0,True,False,False,,,False
206815839,76561198282760536,0,15,1991,0,1342,,1761239523,english,monster hunter meets metroidvania meets souls-like,1760567462,1760567462,True,0,0,0.5,0,False,False,False,,,False
206687670,76561198055810572,711,46,826,0,755,90.0,1774213444,english,"Alot of frustrating game elements with this one, there's fun to be had if you can look past them.

Great on the Steam Deck, but wouldn't recommend paying more than sale price.",1760417322,1760417322,True,3,0,0.53125,0,True,False,False,,,False
206610532,76561197976851409,3335,48,1056,0,1056,,1758259817,english,"Played this entire game coop and it was a blast. I went with heavy armor and big hammer/axe then straight unga bunga'd every enemy.

The part where every boss runs away like 4 times gets really tiresome but otherwise combat is awesome. The platforming system was surprisingly fun with the hooking. The vertical air rifts was kinda sketchy.

The way that enemies operate in this game would suggest a pretty unfair experience in single-player combat. During coop, enemies will switch targets mid combat and it gives you a solid amount of time to breathe and get some free backshots in. Other times, there will be 5 enemies and they will all jump you in a dark alleyway as your coop partner gets completely ignored. Honestly it just makes it way more fun. I haven't played single player but if every single enemy always targeted one person, it would honestly suck.",1760331426,1760331426,True,2,0,0.509803950786590576,0,False,False,False,,,False
206265227,76561198067901757,248,17,571,0,571,,1760022346,schinese,狗屎依托,1760022376,1760022376,False,0,0,0.476190477609634399,0,True,False,False,,,False
206252891,76561199028895903,26,1,1125,0,1125,,1760009744,schinese,一拖又臭又黑又蠢又长又烂又废又恶的臭包皮不如的废物垃圾大便，除非您有愿意陪你一起品尝的朋友，否则不要自己玩， 太恶心了，也没有多少成就感,1760010031,1760010031,False,0,0,0.476190477609634399,0,False,False,False,,,False
206229221,76561198214052848,239,59,1310,0,1310,,1759323070,schinese,"2025.09.25-2025.10.01 不到一周的时间22小时通关游戏。2个结局都SL了一下。

盐与献祭在一代的基础上进行了大刀阔斧的“革新”，融合了怪猎系列狩猎怪物的玩法，移动方式上增加了设计深度更高的钩爪，地图也进行了分割，不再是一代无出其右的一体式联通地图，而是以关卡的形式组成的小地图。

总体来说完全是扬短避长之作。首先惊艳的、探索性强大的地图没了。盐与献祭单个关卡的地图设计其实不差，但是珠玉在前，比较之下就显得没有那么惊艳，而且由于本作强推狩猎法师玩法，每张地图上都增加了若干需要吞噬冠名法师心脏才能解开的门，在没有地图的情况下，后续去寻找这些门是相当考验玩家记忆力，是逼迫玩家重复跑图。

其次，本作主推的狩猎法师玩法，前期还算比较有意思，但是中后期相当无聊，撑不起整个流程的体验。怪猎之所以敢把这个作为游戏的核心体验，是因为人家动作设计和交互体验相当出色，盐与献祭可以相比吗？很多法师BOSS设计的完全不及格，远程接近了以后零帧起手接0CD近战，加上本作人物韧性非常孱弱，有时候会像皮球一样被BOSS反复拍打，BOSS战相当无趣，通篇流程下来，甚至没有什么BOSS给我留下了深刻印象。

最后简单说说本作的武器，大锤、大刀和双手大剑是一周目开荒首选武器，尤其是前两者，非常强势。护甲方面还是推荐重甲，虽然重量较高，提供的架势和防御也高，可以提高容错。

本来应该给个不推荐的，但是考虑到15块入手的，这个价格下，游戏自然没话说。",1759971607,1759971607,True,0,0,0.5,0,False,False,False,,,False
206151731,76561197994265134,0,24,1377,0,1377,,1721349271,english,"bro..... wtf happened? never let the idea man have ideas again. This game is such a jump from the first game, for no reason. Go ahead, ♥♥♥♥ up the formula",1759877540,1759877540,False,6,2,0.515924274921417236,0,True,False,False,,,False
206101063,76561198365090049,128,7,725,0,411,,1759846395,schinese,全程看boss踢皮球 可有意思了,1759826249,1759826249,False,0,0,0.5,0,False,False,False,,,False
149762669,76561198195680265,633,149,1840,0,888,,1759920575,german,"I absolutely love Salt and Sanctuary; it’s one of my favorite games. Playing the first game was a fantastic experience; it reminded me of Dark Souls 1, but in 2D with a Metroidvania twist.

Now that I’m playing the sequel, Salt and Sacrifice, I’m pleasantly surprised by how different it is. I expected it to be a straightforward continuation of the series, but it offers a fresh perspective while keeping the core elements intact, like combat, movement, atmosphere, and visuals. 

What’s new is the addition of Monster Hunter elements, which blend really well with the original gameplay. Hunting Mages throughout the map is exciting, and I always look forward to discovering new weapons and outfits from them. Farming bosses is quick and enjoyable too; you can easily teleport back to where you fought the mages and explore the area.  It’s rewarding to find new parts of the map or unlock new movement abilities, making the exploration feel fresh every time. The hook ability is especially fun, allowing you to use it on bosses after breaking their stances.

Overall, I’m having a blast playing Salt and Sacrifice. I admire the developers for taking a creative approach instead of just playing it safe with a direct sequel. I hope we see more unique combinations of genres like this in the future, and I’m looking forward to the next fantastic Salt game! 💖 
",1699457155,1759779514,True,8,0,0.601041078567504883,0,True,False,False,,,False
206054068,76561198297072886,0,2,462,0,265,265.0,1760204511,french,"Mon avis après beaucoup de temps à lui donner sa chance ?
Nul nul et archi nul.
Le premier est une  pepite ,un vrai dark soul en 2D mais celui là c'est une cata .
Chasse un mage ,puis 2 ,puis 3 ,puis 4 puis faut stuffer donc 1 autre ,puis 6 ,puis faut encore stuff donc 7 pis t'arrive comme moi à la fin du jeu à avoir bousiller 35 trash mob ,7 vrai boss et ce qui m'a fait arrêter ?
Les plateforme foireuse ou il faut compter les cadence de pieges avant de passer ,sans deconer tu fait du 1,2,3 j'y vais ou pas ?!
Dans au hollowknigth OK le personnage se dirige nickel mais dans ce genre de jeu non, quand mon personnage se dirige comme un camion c'est pas possible.
Tout est rater,la baston,le monde qui est fermer et instancier et la plateforme ,ça raté tout ,dégoûter vu la pepite qu'était le premier .
Et vu les heure que j'ai insisté on peut se dire pourquoi j'ai jouer autant ???
Ben parceque je voulais juste lui donnais sa chance en respect pour le premier mais au final j'ai perdu mon temps et mon argent.",1759771337,1759771337,False,2,0,0.557823121547698975,0,True,False,False,,,True
205927804,76561198134185213,0,31,3013,0,3013,,1759171995,russian,"Плюсы:
- в игре есть полноценный кооп
- разные локации: лес, зима, пустыня и др.
- разные мобы и боссы

Минусы:
- оружия и брони мало 5 уровня. И оно так сделано, что на 5 уровень есть только 1 кнут с подходящими тебе параметрами или 1 посох. Те. выбора по факту нет. А если он тебе внешне не нравится? Бегать с оружием на уровень ниже? А перераспределить все дерево скилов нельзя. Только несколько точек.
- в оружии уже заложены определённые способности. Поменять их нельзя. И если они тебе не нравятся? То либо бегай с ними либо бери другое оружие. Надо было сделать, чтобы игрок сам мог вставлять способности в оружие с какими ему удобно играть.
- совершенно отвратительные концовки. По факту - их просто слили. О том, что ты пришел к главному боссу - вообще непонятно. Я его сначала вообще не увидела (ведь чтобы начать с ним бой - надо где-то посередине экрана увидеть маленький значок над головой с активацией и нажать), - и пошла дальше бегать по локациям. Никакого пафосного ролика как перед битвой с финальным боссом, так и после. Секунд 30 показывают луну при одной концовке и тебя, висящим на дереве, - при второй. И да, - титры не скипнуть!
- когда убиваешь именного мага - даются 3 варианта ответов. Я была твёрдо убеждена, что это приведёт к одной из 3 концовок (смотря больше каких ответов ты дал). Но по факту, - эти ответы вообще ни на что не влияют.

Вообщем, поиграть можно. С другом тоже. Но из-за отсутствия пафоса в конце и выбора брони и оружия - общее впечатление от игры сильно испорчено!",1759650903,1759651027,True,2,0,0.545454561710357666,0,False,False,False,,,False
205850630,76561197995190895,0,34,192,0,192,,1758144319,english,"nice, i would wait for sales tho",1759579373,1759579373,True,1,0,0.5,0,False,False,False,,,False
204022990,76561199141017053,96,36,1805,0,1805,,1759578907,schinese,做成这样真的很可惜，本应该是最不可能暴雷的续作，你的上一代可是盐与避难所！你只需要做出延续就好了，能出什么问题？能出什么问题......,1757519117,1759579059,False,0,0,0.469798654317855835,0,True,False,False,,,False
205832821,76561198079534701,106,8,540,0,190,190.0,1760816824,latam,Salt and Sacrifice es un juego para hombres de verdad. Lo recomiendo 👍,1759560538,1759565842,True,0,0,0.5,0,False,False,False,,,True
205812964,76561199067480690,185,17,1311,0,1311,,1759534466,english,"ds2 + monster hunter, different from the first one but still very good",1759535248,1759535248,True,1,0,0.499573022127151489,0,True,False,False,,,False
205799634,76561198893722625,384,105,1178,0,1178,,1759521653,schinese,不会做共斗就别做,1759521773,1759521773,False,0,0,0.5,0,False,False,False,,,False
205722070,76561198371615251,0,39,1383,0,1366,,1771526533,russian,фарм магов,1759438126,1759438126,True,1,0,0.5,0,False,True,False,,,False
205600782,76561198146659816,204,11,936,0,936,,1759304584,schinese,余烬神殿太好玩了，必须给个好评！,1759304683,1759304683,False,0,0,0.5,0,False,False,False,,,False
205552122,76561199362764065,37,12,1529,0,1494,,1759247696,schinese,通关咯，感觉没有别人说的那么难，boss都很简单，就是跑图容易刷出两三个boss然后被群殴；画风我是真喜欢，捏的人很帅看的很爽（,1759247610,1759247610,True,0,0,0.5,0,False,False,False,,,False
205461489,76561199503355172,65,8,2016,0,1876,,1774489340,english,"this game is fun and i like it :v, at first i just want to only end this game, but i do 100% Achievement because i like and enjoying this game and the achievement is easy to get , so i think i will play Salt and Sanctuary :v, my bad i am not play the first game XD",1759139273,1759139273,True,1,0,0.508196711540222168,0,True,False,False,,,False
205315927,76561197989304882,5974,26,1644,0,1644,,1758916677,english,"While true to the Souls-like genre, its new ideas are a mixed bag - some interesting, while others fall short.",1758978579,1758978579,True,0,0,0.5,0,False,False,False,,,False
205266562,76561198039808402,4219,436,525,0,211,,1759238186,english,"As a fan of the first game this sequel is a disappointment. The tedious chases, the enemies spawning or respawning when you chase a boss or one just wanders around and the maps that feels a lot more boring to accommodate the chase mechanic and various other differences from the first game. It all just not as fun and if you come from the first game and are looking at this as a sequel then it is a utter disappointment.",1758920000,1758920000,False,13,0,0.619424045085906982,0,False,False,False,,,False
205265762,76561198011165497,487,123,467,0,467,442.0,1758275186,english,"I completely see why this game has such mixed reviews.  The first game, Salt & Sanctuary was one of the early Souls-likes and a fantastic example of how to do the souls formula in a 2D style. It really nailed the sense of dread and loneliness that Dark Souls 1 gave me in my first playthrough - walking into an area and thinking 'Oh ♥♥♥♥.'  And the light lore that's given is creepy and intriguing.  And the level design was excellent, bordering on the metroidvania in terms of how good the exploration and secret hunting was.

Unfortunately, the sequel does away with this and instead gives you a hub area that is far too large for how little it is needed, getting from the blacksmith to the level up statue to the level selection portal is a chore and a chore you'll frequently have to undergo.
Speaking of the level portal, instead of a large interconnected world, you select from a small amount of large-ish levels at the hub and portal into them.  Each area is done for good once you've gotten what you need from it. No backtracking for special secrets, or at least, very little.

The bosses.  The bosses can be really fun, but it's a shame they changed things up with the mage hunting mechanic.  This is the biggest flaw with the game for me. Instead of well balanced and interesting boss fights with their own arenas and vibe, you get a handful of those and a few dozen 'mages'. Roaming bosses that you have to find, smack the ♥♥♥♥ out of and eventually showdown with. It get's repetative after a while but the loot they drop does let you make boss armour and items which is cool.

So why do I recommend it?

It might not be as good as the first one, but the game is fun, and I did finish it.  I really enjoyed the optional area and the bosses it had.  The potential for broken builds is very good and a lot of fun, I got a boss melting poison build going that took the final boss out for me in one attempt.

If you haven't played the first game, get that instead, it's better for sure. But if you want to try this after the first, bare in mind these criticisms. If you can get past these then you'll have a good time.  And it's certainly not bad for £16.75. Runs great on SteamDeck with very little battery usage (great for long trips).",1758919219,1758919219,True,14,0,0.691983580589294434,0,True,False,False,,,True
196696245,76561198450784045,0,29,1726,0,1167,,1769713108,schinese,"个人评价Painful 折磨的痛苦的
优点:?...没有继承前作任何优点
缺点:乱入绝对是这个游戏最烂的设计，在不大的地图里居然充斥着那么多大能，怪物随手就能打飞的主角加上乱入后的堆怪，简直是地狱般的体验，把随手就能打飞主角的怪物放在平台边缘，让玩家跳上去被卡下去摔死或者跳起来被击飞摔死。",1749372667,1758834247,False,1,0,0.523809552192687988,0,True,False,False,,,False
205164903,76561199087669294,116,5,103,0,103,,1758807036,schinese,垃圾中的垃圾,1758807080,1758807080,False,0,0,0.5,0,False,False,False,,,False
205148656,76561198079787794,2002,245,1955,0,826,,1759397969,english,Fun Fun Fun,1758784220,1758784220,True,2,0,0.525139689445495605,0,False,False,False,,,False
205113679,76561197979771468,1786,240,32,0,32,,1758738776,english,"prefered salt and sanctuary :/

collecting berrys; lvling up only in the hub; fight system got worse; i dont like catching magician",1758738826,1758738938,False,1,0,0.444952487945556641,0,False,False,False,,,False
205080315,76561198321363227,0,22,189,0,123,,1758726604,schinese,一代像魂，二代像狼，招式派生更多，但人物的性能跟不上，总体来说平平无奇，对比一代属于退步,1758678704,1758726625,False,0,0,0.5,0,True,False,False,,,False
205098494,76561198032137750,1584,45,2359,0,909,,1759293196,polish,"Silksong jest świetny ale ta formuła mnie bardziej przekonuje - Souls 2D, grałem kiedyś na Epicu, poprzednią część ukończyłem i naprawdę POLECAM ! ! !",1758707647,1758707647,True,0,0,0.5,0,False,False,False,,,False
205027246,76561198403417238,173,1,2694,0,2217,,1759315488,schinese,拍皮球模拟器之我是皮球。,1758633948,1758633948,True,0,0,0.5,0,True,False,False,,,False
